,S_No,Sentence,Negative_Sentiment_Score,Positive_Sentiment_Score,Neutral_Sentiment_Score,COMPOUND_SCORE
13715,13716,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",0.224,0.0,0.776,-0.796
13716,13717,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",0.111,0.081,0.808,-0.1531
13717,13718,Way to go stupid Lakers..,0.459,0.0,0.541,-0.5267
13718,13719,I hate the exodus of subarus and honda crv's and volvos.,0.291,0.0,0.709,-0.5719
13719,13720,I know you're way too smart and way too cool to let stupid UCLA get to you...,0.159,0.234,0.607,0.1531
13720,13721,i'm currently watching love at harvard on youtube(,0.0,0.375,0.625,0.6369
13721,13722,I love AAA.,0.0,0.808,0.192,0.6369
13722,13723,"Oh man, last night's Lakers playoff game was awesome.",0.0,0.339,0.661,0.6249
13723,13724,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",0.242,0.0,0.758,-0.6907
13724,13725,My Purdue Cal friends are awesome!..,0.0,0.404,0.596,0.5255
13725,13726,"I think I love Seattle, New York below 14th street and above 51st, Buenos Aires in the Palermo and SOHO sections and of course-Santa Cruz...",0.0,0.16,0.84,0.6369
13726,13727,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",0.17,0.141,0.688,0.0516
13727,13728,"Wow, having XP on my MacBook would be awesome...",0.0,0.505,0.495,0.7983
13728,13729,If you want to hear what happened just read the blog I Hate US Airways...,0.218,0.076,0.706,-0.5267
13729,13730,I hate London!!!!!!!,0.83,0.0,0.17,-0.7067
13730,13731,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",0.167,0.241,0.592,0.3365
13731,13732,. I'm sick of Toyota.,0.524,0.0,0.476,-0.5106
13732,13733,Boston's been awesome.,0.0,0.672,0.328,0.6249
13733,13734,"With that said god i cant wait to go there, seattle is awesome.",0.0,0.383,0.617,0.7351
13734,13735,i < 3 you and will call you as soon as i finish my stupid essays for mit..,0.207,0.0,0.793,-0.5267
13735,13736,i want a toyota yaris in black or white..,0.0,0.178,0.822,0.0772
13736,13737,"yuck, but only because I hate Tom Cruise.",0.457,0.0,0.543,-0.7227
13737,13738,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",0.27,0.0,0.73,-0.7343
13738,13739,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,0.0,0.712,0.288,0.3544
13739,13740,"also, san francisco is awesome and you would have a lot of fun there...",0.0,0.402,0.598,0.8126
13740,13741,tom cruise sucks.,0.556,0.0,0.444,-0.3612
13741,13742,"as title, tho i hate london, i did love alittle bit about london..",0.219,0.249,0.533,0.128
13742,13743,I want a tour of London on the back of that bike!,0.0,0.15,0.85,0.1511
13743,13744,We all know that we love Paris Hilton...,0.0,0.375,0.625,0.6369
13744,13745,"With that said god i cant wait to go there, seattle is awesome.",0.0,0.383,0.617,0.7351
13745,13746,for as long as I can remember I've wanted Honda....,0.0,0.0,1.0,0.0
13746,13747,"Well, my job at GEICO has been great so far.",0.0,0.437,0.563,0.7351
13747,13748,"My exciting trip to London, New York and California starts ten days from now.",0.0,0.198,0.802,0.4939
13748,13749,I still love the little geico commercials...,0.0,0.457,0.543,0.6369
13749,13750,i love in seattle..,0.0,0.677,0.323,0.6369
13750,13751,"I hate the US, I hate George W Bush, I hate of course Israel.",0.613,0.0,0.387,-0.9022
13751,13752,Fourth: Northwest Airlines SUCKS.,0.519,0.0,0.481,-0.4995
13752,13753,GEICO is a GREAT ride.,0.0,0.617,0.383,0.7034
13753,13754,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,0.0,0.145,0.855,0.5994
13754,13755,Hillary Clinton was arrogant and orally abusive to her security detail.,0.416,0.135,0.449,-0.7184
13755,13756,Way to go stupid Lakers..,0.459,0.0,0.541,-0.5267
13756,13757,"San Francisco Coffee rocks, yo!",0.0,0.0,1.0,0.0
13757,13758,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",0.162,0.0,0.838,-0.4767
13758,13759,and honda elements are assholes...,0.0,0.0,1.0,0.0
13759,13760,So I LOVE these Volkswagen commercials!,0.0,0.58,0.42,0.7592
13760,13761,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",0.0,0.292,0.708,0.834
13761,13762,I hate the exodus of subarus and honda crv's and volvos.,0.291,0.0,0.709,-0.5719
13762,13763,"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",0.064,0.052,0.884,-0.1027
13763,13764,thanks to will oppa for lending me his SO AWESOMELY AMAZING car and kevinn for lending me his so beautiful toyota.,0.0,0.427,0.573,0.9371
13764,13765,"San Francisco was brilliant, Sausalito...",0.0,0.487,0.513,0.5859
13765,13766,I hate Tom Cruise.,0.649,0.0,0.351,-0.5719
13766,13767,I hate Southwest Airlines.......,0.649,0.0,0.351,-0.5719
13767,13768,That's why I most love the Harvard story:,0.0,0.428,0.572,0.6697
13768,13769,"Also, I hate United Airlines.",0.435,0.329,0.235,-0.2263
13769,13770,"UCLA is stupid, I realized.",0.531,0.0,0.469,-0.5267
13770,13771,i love our trips out to london pissed out of our faces on shitty booze...,0.339,0.183,0.478,-0.5574
13771,13772,well this one website said i looked like hillary clinton.,0.0,0.397,0.603,0.5574
13772,13773,how i learned to stop worrying and love my hyundai.,0.311,0.284,0.405,0.1531
13773,13774,I place the majority of blame on President George W Bush and his failed and flawed leadership in this matter.,0.261,0.052,0.687,-0.6783
13774,13775,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,0.288,0.0,0.712,-0.8173
13775,13776,"I'm so glad I love Paris Hilton, too, or this would be excruciating.",0.204,0.369,0.427,0.5379
13776,13777,I'd love a Toyota van..,0.0,0.583,0.417,0.6369
13777,13778,Life is pretty boring here at Purdue.,0.219,0.305,0.476,0.2263
13778,13779,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,0.216,0.0,0.784,-0.765
13779,13780,"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",0.0,0.449,0.551,0.9081
13780,13781,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",0.224,0.0,0.776,-0.796
13781,13782,I love Angelina Jolie.,0.0,0.677,0.323,0.6369
13782,13783,i want to see aaa.... > <.,0.0,0.245,0.755,0.0772
13783,13784,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" â€” the sign listed several criteria of which my crappy Honda qualified for none.",0.107,0.087,0.806,-0.1779
13784,13785,Southwest Airlines had the brilliant idea to hire camera crews to follow their employees and customers around.,0.0,0.192,0.808,0.5859
13785,13786,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
13786,13787,"why I hate tom cruise,.",0.552,0.0,0.448,-0.5719
13787,13788,And also thanks to Carol for the abbreviated but still awesome tour of Harvard.,0.0,0.388,0.612,0.8225
13788,13789,"And I don't have to worry about grades TOO much because its an ABB offer, but, you know, I'd still like to get AAA...",0.0,0.191,0.809,0.6063
13789,13790,SEATTLE I LOVED SEATTLE!..,0.0,0.677,0.323,0.636
13790,13791,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",0.184,0.0,0.816,-0.6597
13791,13792,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",0.167,0.241,0.592,0.3365
13792,13793,lakers suck:-p.(,0.0,0.0,1.0,0.0
13793,13794,"I miss my UCLA buds a lot, especially my BW friends.",0.134,0.281,0.585,0.4144
13794,13795,"i love Kappo Honda, which is across the street..",0.0,0.375,0.625,0.6369
13795,13796,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,0.358,0.0,0.642,-0.7717
13796,13797,I love Paris Hilton..,0.0,0.677,0.323,0.6369
13797,13798,"i blamed seattle for this and honestly still bear a bit of resentment, but for me, it's because i was mad at seattle for not being perfect.",0.369,0.06,0.571,-0.8833
13798,13799,I hate paris hilton too!,0.571,0.0,0.429,-0.6114
13799,13800,miss you aaa ~..,0.348,0.0,0.652,-0.1531
13800,13801,we need at least ONE beautiful girl at ucla.,0.0,0.328,0.672,0.5994
13801,13802,"^ ^ "" The dumb US Airways lady kinda gave us this attitude like we somehow misread the info, but we didn't.",0.172,0.082,0.746,-0.2382
13802,13803,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",0.0,0.308,0.692,0.8687
13803,13804,I love cartoons aaa..,0.0,0.677,0.323,0.6369
13804,13805,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,0.0,0.712,0.288,0.3544
13805,13806,I have loved Tom Cruise since Risky Business...,0.168,0.364,0.467,0.4767
13806,13807,"Purdue really sucks, and I dont mean just suck suck, but I mean the real word'suck ', "" Mark really sucks at singing!",0.232,0.135,0.633,-0.538
13807,13808,i wouldnt really recommend uk anymore i hate london.,0.547,0.0,0.453,-0.7207
13808,13809,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",0.0,0.258,0.742,0.8402
13809,13810,the beautiful Harvard grad â€”..,0.0,0.494,0.506,0.5994
13810,13811,"It really does feel like it's not politically correct to say this, but I love harvard.",0.0,0.371,0.629,0.8263
13811,13812,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",0.0,0.419,0.581,0.8779
13812,13813,"I really, really hate TOM CRUISE.",0.516,0.0,0.484,-0.6453
13813,13814,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",0.0,0.481,0.519,0.9493
13814,13815,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
13815,13816,Love Story At Harvard [ awesome drama!,0.0,0.682,0.318,0.8622
13816,13817,i desperately want tom cruise to fall off a cliff.,0.263,0.131,0.606,-0.3182
13817,13818,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,0.0,0.669,0.331,0.8433
13818,13819,I love Harvard guys...,0.0,0.677,0.323,0.6369
13819,13820,I so want a MacBook.,0.0,0.443,0.557,0.1513
13820,13821,Oh man MIT is awesome!,0.0,0.523,0.477,0.6588
13821,13822,"I like Tom Cruise, as I've stated over and over.",0.0,0.238,0.762,0.3612
13822,13823,i love seattle..,0.0,0.808,0.192,0.6369
13823,13824,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",0.186,0.126,0.688,-0.2193
13824,13825,boston is great: ).,0.0,0.577,0.423,0.6249
13825,13826,"My upbringing suggests "" used "" but the Honda Fit and Toyota Yaris are looking pretty exciting or as David would say "" Hot "" or "" Fetch.",0.0,0.372,0.628,0.9161
13826,13827,Oh my god I LOVE Pommes mit Mayo.,0.0,0.584,0.416,0.7925
13827,13828,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,0.0,0.231,0.769,0.5994
13828,13829,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",0.17,0.141,0.688,0.0516
13829,13830,I love Paris Hilton..,0.0,0.677,0.323,0.6369
13830,13831,paris hilton is a dumb blonde.,0.452,0.0,0.548,-0.5106
13831,13832,I hate the Lakers...,0.649,0.0,0.351,-0.5719
13832,13833,And Tom Cruise is beautiful....,0.0,0.0,1.0,0.0
13833,13834,when I can hate the Lakers and make fun at all the Laker fans who think Kobe can score another 81 this year...,0.137,0.122,0.741,-0.1027
13834,13835,"I like Tom Cruise, as I've stated over and over.",0.0,0.238,0.762,0.3612
13835,13836,"then i walked in the rain, but i hv to say that i like harvard.",0.0,0.228,0.772,0.5023
13836,13837,i try to enjoy my time here in san francisco.......,0.0,0.286,0.714,0.4939
13837,13838,"NO! You get ur time in with it as much as possible, you know,'cause you're brokeass and the toyota sucks...",0.145,0.0,0.855,-0.4981
13838,13839,Boston SUCKS.,0.764,0.0,0.236,-0.4995
13839,13840,i try to enjoy my time here in san francisco.......,0.0,0.286,0.714,0.4939
13840,13841,"I really like my fellowship group here at UCLA, but church service on Sunday is always so early!",0.0,0.12,0.88,0.2934
13841,13842,= D i love Tom Cruise!!!,0.0,0.717,0.283,0.7249
13842,13843,The Honda is awesome.,0.0,0.577,0.423,0.6249
13843,13844,I want a tour of London on the back of that bike!,0.0,0.15,0.85,0.1511
13844,13845,the stupid honda lol or a BUG!..,0.352,0.267,0.381,-0.2244
13845,13846,miss you aaa ~..,0.348,0.0,0.652,-0.1531
13846,13847,Stupid UCLA.,0.773,0.0,0.227,-0.5267
13847,13848,I love the Toyota Prius.,0.0,0.583,0.417,0.6369
13848,13849,"i say, BURN IN HELL STUPID NAZI VOLKSWAGEN BASTARDS...",0.612,0.0,0.388,-0.8877
13849,13850,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,0.0,0.119,0.881,0.1901
13850,13851,I also like those Capital One commercials.,0.0,0.333,0.667,0.3612
13851,13852,& i adore my little honda < 3.,0.0,0.474,0.526,0.5574
13852,13853,"Purdue is good, I'm enjoying being with Craig, and I love my roomies.",0.0,0.538,0.462,0.8885
13853,13854,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",0.0,0.259,0.741,0.6369
13854,13855,actually the only thing that i really like about purdue is my apartment....,0.0,0.202,0.798,0.4201
13855,13856,"* MIT and the awesome Frank Gehry building, incredible chapel, and dorm..",0.0,0.291,0.709,0.6249
13856,13857,I know you're way too smart and way too cool to let stupid UCLA get to you...,0.159,0.234,0.607,0.1531
13857,13858,stupid kids and their need for Honda emblems):,0.327,0.0,0.673,-0.5267
13858,13859,seattle sucks anyways.,0.556,0.0,0.444,-0.3612
13859,13860,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",0.111,0.081,0.808,-0.1531
13860,13861,I told her that UCLA is excellent for both...,0.0,0.346,0.654,0.5719
13861,13862,we have a boring as shit blue 2005 toyota carolla.,0.457,0.0,0.543,-0.7096
13862,13863,"Like the other day, I was at a search engine and began searching for some off the wall thing, like ata airline, and I saw this search engine listing that mimiced exactly what I typed in.",0.0,0.143,0.857,0.6124
13863,13864,I like my American Airlines just the way that they are thank you very much!,0.0,0.306,0.694,0.6476
13864,13865,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,0.0,0.119,0.881,0.1901
13865,13866,I know you're way too smart and way too cool to let stupid UCLA get to you...,0.159,0.234,0.607,0.1531
13866,13867,There is a Taste of China right by GEICO that has great food.,0.0,0.272,0.728,0.6249
13867,13868,"Ucla is a great school, I don't doubt that for a minute...",0.0,0.47,0.53,0.7359
13868,13869,There is a Taste of China right by GEICO that has great food.,0.0,0.272,0.728,0.6249
13869,13870,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,0.274,0.0,0.726,-0.7526
13870,13871,maybe seattle is good for me......,0.0,0.367,0.633,0.4404
13871,13872,"I miss my UCLA buds a lot, especially my BW friends.",0.134,0.281,0.585,0.4144
13872,13873,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
13873,13874,"But still, State Farm as a company has been amazingly incompetent.",0.274,0.0,0.726,-0.5256
13874,13875,I really like the new Geico commercial with Little Richard...,0.0,0.259,0.741,0.4201
13875,13876,Tom Cruise sucks...,0.0,0.0,1.0,0.0
13876,13877,i like the honda...,0.0,0.556,0.444,0.3612
13877,13878,Not because I sell Ford products or because I dislike Toyota products.,0.224,0.0,0.776,-0.3818
13878,13879,boston is great: ).,0.0,0.577,0.423,0.6249
13879,13880,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",0.221,0.272,0.508,0.4588
13880,13881,I want a tour of London on the back of that bike!,0.0,0.15,0.85,0.1511
13881,13882,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,0.0,0.231,0.769,0.5994
